comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day
UgwGh0uAUjpVWrqgWyd4AaABAg,Thank you for the information.,1,,@rubyferrante101,22 minutes ago,0,UCTeUzIuxPyvcJDaHUmzTaZg,@rubyferrante101,https://yt3.ggpht.com/ytc/AIdro_lTqTOSa5nG_6dPPmp9c1UfsctK_mCPqiqLw_3PGzu2pA=s88-c-k-c0x00ffffff-no-rj,False,8JlPu6mNZEs,2024-12-30 04:41:08.351187-07:00,Monday,4
UgxacCvmFIICUs7ZU0B4AaABAg,Very very sad, ,,@harpalkaursandhu4250,10 minutes ago,0,UCCibH7qICo0P2UV2apr8Neg,@harpalkaursandhu4250,https://yt3.ggpht.com/ytc/AIdro_nShkfVZV0UTjooptQF-wYe91vBTef23iiTok4E5KI=s88-c-k-c0x00ffffff-no-rj,False,8JlPu6mNZEs,2024-12-30 04:53:08.351203-07:00,Monday,4
UgxV9ZsVAzt9yYWePaF4AaABAg,Scary...😯😬, ,,@N_I_T_Y_A,19 minutes ago,0,UC2gfh1TqhaaN-vNw5AWSCWQ,@N_I_T_Y_A,https://yt3.ggpht.com/NQ4QFv_omh7N-DiSmkYLzeX6DWCsLEfnwBKjhyCAwWj2sdLKkKyDqC3p1uEZ8GFEjIzHC8dfkw=s88-c-k-c0x00ffffff-no-rj,False,8JlPu6mNZEs,2024-12-30 04:44:08.351205-07:00,Monday,4
