channel_id,video_id,video_title,video_url,views,timeScraped
@WPLGLocal10,VSjJXjPIk40,Suspect accused of DUI in road ranger's death appears in court,https://www.youtube.com/watch?v=VSjJXjPIk40,2438,2025-01-18T23:04:21.906Z
@WFRVLocal5,n7XUA4Wu62E,Local nonprofit receives money to curb human trafficking during NFL draft,https://www.youtube.com/watch?v=n7XUA4Wu62E,24,2025-01-18T17:01:21.345Z
@WPLGLocal10,icxhWHu4U9c,"Power knocked out, traffic snarled after dump truck crash in Miami",https://www.youtube.com/watch?v=icxhWHu4U9c,702,2025-01-18T04:05:09.258Z
@WFRVLocal5,Q_G1u8MkWQ4,Sustainably Speaking: Exploring Miron Construction’s Sustainable Journey,https://www.youtube.com/watch?v=Q_G1u8MkWQ4,10,2025-01-18T04:04:54.088Z
@News4JAX,zrL0LfXARvg,‘This is not Disney World’: St. Augustine looks to address high traffic during ‘Nights of Lights.’,https://www.youtube.com/watch?v=zrL0LfXARvg,529,2025-01-18T03:02:07.731Z
@ABC13Houston,ZIny1JwOZcc,West Houston man badly injured in possible road rage attack,https://www.youtube.com/watch?v=ZIny1JwOZcc,4395,2025-01-18T01:05:03.435Z
@News4JAX,2IKSPTrHdF0,Drug traffickers ‘with direct cartel connections’ arrested in long-term JSO operation,https://www.youtube.com/watch?v=2IKSPTrHdF0,1428,2025-01-18T00:00:42.551Z
@WPLGLocal10,1ibFXiuKReI,Police announce arrest after road ranger killed in crash while assisting other drivers,https://www.youtube.com/watch?v=1ibFXiuKReI,4304,2025-01-17T23:01:53.630Z
@News4JAX,mt1l1yzuwwM,Florida increases CrimeStoppers reward for tips that lead to the rescue of human trafficking victim,https://www.youtube.com/watch?v=mt1l1yzuwwM,346,2025-01-17T23:01:17.300Z
@WFRVLocal5,rwV6YudraIE,Fond du Lac Police Department responds to two accidental firearm incidents about 40 hours apart,https://www.youtube.com/watch?v=rwV6YudraIE,52,2025-01-17T22:04:55.021Z
@WPLGLocal10,Omd2jtFqc3E,Dump truck crash causes power outages in Little Haiti,https://www.youtube.com/watch?v=Omd2jtFqc3E,1103,2025-01-17T22:02:43.714Z
@WRAL5,GdK1oWeu0Ww,The specialized unit keeping you safe on the road through tractor-trailer inspections,https://www.youtube.com/watch?v=GdK1oWeu0Ww,71,2025-01-17T19:01:18.390Z
@News4JAX,9V_vEScyNVM,"Florida Attorney General Moody unveils new tools, initiatives to help report human trafficking",https://www.youtube.com/watch?v=9V_vEScyNVM,96,2025-01-17T18:02:36.873Z
@News4JAX,udfQgyxoC_0,Full Video: Sheriff Waters announces arrests in long-term drug trafficking operation,https://www.youtube.com/watch?v=udfQgyxoC_0,5646,2025-01-17T18:02:36.873Z
@ABC13Houston,wEzAC5khpkE,Construction begins on yearslong White Oak Bayou Project in the Heights,https://www.youtube.com/watch?v=wEzAC5khpkE,1549,2025-01-17T16:04:35.472Z
@ABC13Houston,a6hn3nenfPI,"Man found at crash scene shot by officers after waving gun, HPD says",https://www.youtube.com/watch?v=a6hn3nenfPI,1233,2025-01-17T15:02:31.088Z
@WPLGLocal10,u0fqkwcIEHo,Garbage truck crash cuts power in Little Haiti neighborhood,https://www.youtube.com/watch?v=u0fqkwcIEHo,1015,2025-01-17T14:02:29.278Z
@13ONYOURSIDE,MkI9W1gabm0,Whitmer lays out the 'road ahead' for Michigan this year,https://www.youtube.com/watch?v=MkI9W1gabm0,154,2025-01-17T11:02:49.532Z
@WRAL5,-uWdu9_JVIw,New: Two highway patrol cruisers involved in Raleigh crash,https://www.youtube.com/watch?v=-uWdu9_JVIw,288,2025-01-17T09:02:25.087Z
@ABC11WTVD,cNEseUV2ff4,Morning commuters: Donkeys out early in North Carolina,https://www.youtube.com/watch?v=cNEseUV2ff4,210,2025-01-17T01:01:15.431Z
@WFRVLocal5,lg1GY1fhBxo,Packers season ends - 100 days til NFL Draft - Airports getting ready for more traffic,https://www.youtube.com/watch?v=lg1GY1fhBxo,41,2025-01-17T00:04:23.734Z
@WPLGLocal10,-bByjfMqju0,"Israel delays cabinet vote to approve ceasefire, hostage deal with Hamas",https://www.youtube.com/watch?v=-bByjfMqju0,872,2025-01-16T23:03:23.122Z
@13ONYOURSIDE,J7EvxMyn1jg,"While data shows a decrease in crashes on I-94, MSP still urges safe driving",https://www.youtube.com/watch?v=J7EvxMyn1jg,71,2025-01-16T23:01:38.248Z
@wxyztvdetroit,NSIzkd0sfjg,WATCH: Michigan governor Gretchen Whitmer speaks on the road ahead at Detroit Auto Show,https://www.youtube.com/watch?v=NSIzkd0sfjg,702,2025-01-16T22:04:19.710Z
@News4JAX,-bydVEQ6o1U,Serenity Holland’s family fights for justice 6 months after fatal Buckman Bridge crash,https://www.youtube.com/watch?v=-bydVEQ6o1U,585,2025-01-16T22:01:01.885Z
11Alive,RuYUJwfibvw,Icy road conditions cause continuing north Georgia virtual school days & delays on Thursday,https://www.youtube.com/watch?v=RuYUJwfibvw,292,2025-01-16T21:01:39.948Z
@wxyztvdetroit,TcjqfX15asE,"St. Clair County man severely injured in snowmobile crash, faces long road to recovery",https://www.youtube.com/watch?v=TcjqfX15asE,371,2025-01-16T17:03:33.282Z
@WPLGLocal10,xFgIpml77T0,"Police investigating after crash at busy Margate intersection leaves 3 dead, 2 injured",https://www.youtube.com/watch?v=xFgIpml77T0,551,2025-01-16T17:02:43.016Z
@WPLGLocal10,CVNJkraFo70,"Crash at busy Margate intersection leaves 3 dead, 2 injured",https://www.youtube.com/watch?v=CVNJkraFo70,713,2025-01-16T17:02:43.016Z
@WPLGLocal10,Sug4mJBcMkY,"Margate police investigate crash that left 3 dead, 2 injured",https://www.youtube.com/watch?v=Sug4mJBcMkY,3232,2025-01-16T14:02:03.771Z
@ABC13Houston,ylMkPKrF0eg,Convicted trafficker in custody after skipping trial 2 years ago,https://www.youtube.com/watch?v=ylMkPKrF0eg,1616,2025-01-16T12:04:05.772Z
11Alive,umCbX8auMng,Barrow County approves plan aimed at reducing fatal crashes,https://www.youtube.com/watch?v=umCbX8auMng,98,2025-01-16T11:02:41.754Z
@WRAL5,ht1QxYEZUSM,Man on the run after crashing multiple times during chase in Wake County,https://www.youtube.com/watch?v=ht1QxYEZUSM,230,2025-01-16T09:03:08.381Z
@6abcActionNews,ZNk2MsKuM7w,Philadelphia community meets to discuss pedestrian safety after fatal crashes,https://www.youtube.com/watch?v=ZNk2MsKuM7w,498,2025-01-16T02:04:02.464Z
abc15,KdH_zx0q3ms,Fire crews battling apartment fire near US 60 and Rural Road,https://www.youtube.com/watch?v=KdH_zx0q3ms,296,2025-01-15T23:01:45.468Z
@13ONYOURSIDE,zImfLq5Qudc,Pizza shop hosts fundraiser for teen killed in ATV crash,https://www.youtube.com/watch?v=zImfLq5Qudc,114,2025-01-15T22:04:37.687Z
@13ONYOURSIDE,sXZJXb4UV8g,LIVE LOOK | How are the roads in West Michigan?,https://www.youtube.com/watch?v=sXZJXb4UV8g,220,2025-01-15T22:04:37.687Z
@fox5atlanta,sQ6ZKQBtxao,Metro Atlanta roads: Car flips over on interstate | FOX 5 News,https://www.youtube.com/watch?v=sQ6ZKQBtxao,12513,2025-01-15T21:00:45.683Z
@WPLGLocal10,HWVzDHFjyis,Dashcam video shows Broward principal posing as deputy during traffic stop,https://www.youtube.com/watch?v=HWVzDHFjyis,1046,2025-01-15T20:05:15.656Z
@WRAL5,0odRjQRVL2g,Sky 5 flies over I-540 West crash near Creedmoor Road in Raleigh,https://www.youtube.com/watch?v=0odRjQRVL2g,794,2025-01-15T19:01:55.464Z
@WFRVLocal5,0UAR6jA66SU,Semi crashes due to ice on West Bound WI-29 in Shawano County,https://www.youtube.com/watch?v=0UAR6jA66SU,27,2025-01-15T18:01:20.001Z
@wxyztvdetroit,iTc3QlbaoZY,"Drivers, are you ready? I-696 to undergo 2-year construction project from Lahser to I-75",https://www.youtube.com/watch?v=iTc3QlbaoZY,808,2025-01-15T18:00:44.820Z
@13ONYOURSIDE,MkDQVAr2Jlg,"Road crews spreading salt, sand mixture due to bitter cold",https://www.youtube.com/watch?v=MkDQVAr2Jlg,73,2025-01-15T17:04:43.489Z
@ABC13Houston,uFwO1LwIO-U,DPS trooper shoots 17-year-old after traffic stop near Atascocita,https://www.youtube.com/watch?v=uFwO1LwIO-U,68273,2025-01-15T15:02:26.558Z
@News4JAX,OopsEFheJcE,JSO sex worker sting operation along Philips Highway leads to arrest of 10 people,https://www.youtube.com/watch?v=OopsEFheJcE,5493,2025-01-15T14:00:28.545Z
@News4JAX,906Y8jAwpIU,Daycare owner calls for changes on Westside road after multiple incidents,https://www.youtube.com/watch?v=906Y8jAwpIU,450,2025-01-15T14:00:28.545Z
@WPLGLocal10,UOVX_nkD2qU,Dashcam video shows Broward principal claiming he's an officer to FHP during traffic stop,https://www.youtube.com/watch?v=UOVX_nkD2qU,1061,2025-01-15T12:03:33.228Z
@13ONYOURSIDE,-63cxrsHWs0,Live look at road conditions in Kent County,https://www.youtube.com/watch?v=-63cxrsHWs0,477,2025-01-15T12:03:18.744Z
@6abcActionNews,V0K6LfLgAt0,5-year-old boy fighting for his life after 4-car crash in Philadelphia,https://www.youtube.com/watch?v=V0K6LfLgAt0,5357,2025-01-15T05:02:03.084Z
abc15,ytlde6IYdRs,Valley community ‘tired’ of nearby wildfires sparked by construction,https://www.youtube.com/watch?v=ytlde6IYdRs,2007,2025-01-15T00:02:58.928Z
@WPLGLocal10,lrPsc8fJ7MA,"Road rage shooting victim glad to be alive, police search for shooter",https://www.youtube.com/watch?v=lrPsc8fJ7MA,2350,2025-01-14T23:02:35.754Z
@WFRVLocal5,8YXe0JIJOcw,Oshkosh Police Department and community rally to raise awareness in fight against human trafficking,https://www.youtube.com/watch?v=8YXe0JIJOcw,11,2025-01-14T23:01:15.767Z
@fox5atlanta,E05Has6_bhg,Atlanta ice: How quickly icy roads can form | FOX 5 News,https://www.youtube.com/watch?v=E05Has6_bhg,3815,2025-01-14T22:04:02.985Z
@WPLGLocal10,iHZsR-ZJL3Q,Woman killed after being hit by car on I-95 following separate crash,https://www.youtube.com/watch?v=iHZsR-ZJL3Q,1553,2025-01-14T22:03:47.024Z
@WPLGLocal10,fn98IGN16SE,Road rage shooter wanted after woman injured in Broward,https://www.youtube.com/watch?v=fn98IGN16SE,1781,2025-01-14T22:03:47.024Z
@WPLGLocal10,hRVPgg6hPAU,Road rage shooting victim says she is lucky,https://www.youtube.com/watch?v=hRVPgg6hPAU,1979,2025-01-14T22:03:47.024Z
@13ONYOURSIDE,Q_l27xCwwbs,Pizza shop hosting fundraiser for family of teen killed in ATV crash,https://www.youtube.com/watch?v=Q_l27xCwwbs,134,2025-01-14T22:03:00.940Z
@6abcActionNews,uQlV5wbuCk8,"2 injured after stolen car crashes into church in Newark, Delaware",https://www.youtube.com/watch?v=uQlV5wbuCk8,405,2025-01-14T22:01:04.836Z
11Alive,CBH3gi2XCMc,Sen. Ossoff inquiry over veteran mail delays,https://www.youtube.com/watch?v=CBH3gi2XCMc,185,2025-01-14T22:00:43.975Z
@WPLGLocal10,8c38-liU_P8,1 dead after tractor-trailers crash on Turnpike in Miami Gardens,https://www.youtube.com/watch?v=8c38-liU_P8,11508,2025-01-14T20:04:59.495Z
11Alive,EQ4FMBNl_MM,Sen. Ossoff launches inquiry over veterans experiencing mail delays,https://www.youtube.com/watch?v=EQ4FMBNl_MM,288,2025-01-14T16:03:47.840Z
11Alive,C6ODAWHq8s0,Water main break blocks road in Brookhaven; more info,https://www.youtube.com/watch?v=C6ODAWHq8s0,288,2025-01-14T16:03:47.840Z
@WPLGLocal10,pYm2KGag3w0,"Woman struck, killed by vehicle after getting out of car after I-95 crash",https://www.youtube.com/watch?v=pYm2KGag3w0,29266,2025-01-14T14:01:24.559Z
@WFRVLocal5,1xNOuxD1ydg,"Oshkosh Police Department rescues human trafficking victim, arrests suspect with extensive criminal",https://www.youtube.com/watch?v=1xNOuxD1ydg,80,2025-01-14T12:03:49.595Z
@6abcActionNews,AqNUL0CONgo,"2 injured after stolen car crashes into church in Newark, Delaware",https://www.youtube.com/watch?v=AqNUL0CONgo,431,2025-01-14T10:03:34.799Z
@WFRVLocal5,HqAM7oCI0GM,UPDATE: Vehicle that crashed into Lake Winnebago officially removed from water,https://www.youtube.com/watch?v=HqAM7oCI0GM,76,2025-01-14T05:00:57.809Z
@fox5atlanta,qLkRd4YeTlU,Winter storm causes traffic problem on Atlanta interstate | FOX 5 News,https://www.youtube.com/watch?v=qLkRd4YeTlU,1462,2025-01-14T04:01:16.225Z
@6abcActionNews,r7HZ872USsY,Trailer filled with construction equipment stolen,https://www.youtube.com/watch?v=r7HZ872USsY,2002,2025-01-14T02:03:47.676Z
@WRAL5,D3kgnTsM_yg,Child dies after sledding accident in Guilford County,https://www.youtube.com/watch?v=D3kgnTsM_yg,184,2025-01-14T02:02:57.766Z
@ABC11WTVD,XdFpXG0ep84,"NCDOT, local municipalities race against the clock to prep roads",https://www.youtube.com/watch?v=XdFpXG0ep84,425,2025-01-14T01:02:36.760Z
@WFRVLocal5,81Msgm3qOzA,Semi crashes due to ice on West Bound WI-29 in Shawano County,https://www.youtube.com/watch?v=81Msgm3qOzA,0,2025-01-13T23:02:27.533Z
@13ONYOURSIDE,5ocLYt0IFPY,13 ON YOUR SIDE Weather Chaser showcases the latest snowy road conditions,https://www.youtube.com/watch?v=5ocLYt0IFPY,323,2025-01-13T22:03:40.657Z
@WPLGLocal10,UOwzEUnL64M,"Unlicensed teen crashes, causes damage in Pembroke Park neighborhood",https://www.youtube.com/watch?v=UOwzEUnL64M,1116,2025-01-13T22:01:13.533Z
abc15,p15BPdsWGq0,Woman dead after double house fire near 83rd Avenue and Thomas Road,https://www.youtube.com/watch?v=p15BPdsWGq0,840,2025-01-13T21:03:46.629Z
@WRAL5,mTp4KyEB4CA,"Dangerous road conditions in Wake County, multi-vehicle crash shuts down I-87",https://www.youtube.com/watch?v=mTp4KyEB4CA,729,2025-01-13T20:03:53.415Z
@WPLGLocal10,yiGJoeF3gZo,Crash shuts down lanes on I-95 SB approaching Golden Glades Interchange,https://www.youtube.com/watch?v=yiGJoeF3gZo,489,2025-01-13T19:04:54.300Z
11Alive,uAIeCHwvOyE,West Midtown road closure for crane removal this week,https://www.youtube.com/watch?v=uAIeCHwvOyE,123,2025-01-13T17:01:24.174Z
@WFRVLocal5,JaBSJLSEAqc,Fox World Travel raises awareness on Human Trafficking ahead of NFL Draft,https://www.youtube.com/watch?v=JaBSJLSEAqc,16,2025-01-13T16:04:35.744Z
@WRAL5,PS4qs6xuWro,Car slides off road into creek in Durham,https://www.youtube.com/watch?v=PS4qs6xuWro,101,2025-01-13T16:02:27.790Z
@WRAL5,EEXPhUrCxvc,"Roxboro sees more than 2 inches of snow, multiple crashes reported across the Triangle",https://www.youtube.com/watch?v=EEXPhUrCxvc,633,2025-01-13T16:02:27.790Z
11Alive,LTW3kyVtx6I,AJC Peachtree Road Race t-shirt contest open,https://www.youtube.com/watch?v=LTW3kyVtx6I,299,2025-01-13T16:02:13.798Z
@WRAL5,6RqgN4dmxLs,"Dangerous road conditions in Wake County, woman shares her crash experience",https://www.youtube.com/watch?v=6RqgN4dmxLs,86,2025-01-13T14:02:35.819Z
@ABC13Houston,FeE70bvUJqs,Driver jumped from IH-69 in chain reaction crash that left 1 dead: HPD,https://www.youtube.com/watch?v=FeE70bvUJqs,1610,2025-01-13T13:02:31.495Z
11Alive,yG7JaLJ3dE4,"Flight cancelations, delays down after winter storm in north Georgia",https://www.youtube.com/watch?v=yG7JaLJ3dE4,426,2025-01-13T11:03:00.473Z
11Alive,LJIy6rpTlYI,Road and weather conditions following winter weather in north Georgia,https://www.youtube.com/watch?v=LJIy6rpTlYI,3490,2025-01-13T11:03:00.473Z
@WFRVLocal5,bU_JZ85Crmk,"Driver uninjured after crash into Lake Winnebago, plans to remove vehicle made",https://www.youtube.com/watch?v=bU_JZ85Crmk,91,2025-01-13T05:04:17.115Z
@News4JAX,Y_81xEJdXx4,FDOT designates new ‘no pass’ zone on State Road A1A in South Ponte Vedra Beach to reduce fatalities,https://www.youtube.com/watch?v=Y_81xEJdXx4,423,2025-01-13T04:03:27.497Z
11Alive,Cucq61msqzM,Roads could refreeze overnight with dropping temps,https://www.youtube.com/watch?v=Cucq61msqzM,1414,2025-01-13T00:02:05.830Z
@WPLGLocal10,r3pfo0D7b-Y,Ice from vehicle breaks windshield of other car on highway,https://www.youtube.com/watch?v=r3pfo0D7b-Y,865,2025-01-12T23:00:27.600Z
11Alive,6Le9FLFcmJ0,"Hartsfield-Jackson update | Fewer crowds at checkpoints after winter storm, fight delays continue",https://www.youtube.com/watch?v=6Le9FLFcmJ0,561,2025-01-12T19:02:18.974Z
11Alive,ggEBqDe8_fE,Winter storm aftermath: Breezy conditions and icy roads persist Saturday; full details,https://www.youtube.com/watch?v=ggEBqDe8_fE,2474,2025-01-12T18:03:27.310Z
@WPLGLocal10,zPJYMJltGEo,Driver killed after SUV crashes into southwest Miami-Dade canal,https://www.youtube.com/watch?v=zPJYMJltGEo,673,2025-01-12T18:02:03.149Z
@WRAL5,ayEb_ssjuqw,Ask the meteorologist: Why bridges become icy before roads,https://www.youtube.com/watch?v=ayEb_ssjuqw,110,2025-01-12T15:03:48.333Z
@WRAL5,HSUw9z0xBEg,Multi-vehicle crash shuts down I-87 as snow falls in Wake County,https://www.youtube.com/watch?v=HSUw9z0xBEg,7368,2025-01-12T15:03:48.333Z
11Alive,pItzXCUyGls,Flight delays and cancellations continue at Hartsfield-Jackson amid winter weather,https://www.youtube.com/watch?v=pItzXCUyGls,905,2025-01-12T15:03:27.294Z
11Alive,eN02f6oMK8Q,"Icy conditions causing trees down, road issues in Gwinnett County",https://www.youtube.com/watch?v=eN02f6oMK8Q,1894,2025-01-12T14:02:06.088Z
11Alive,LvAq-tMRnq8,"Road conditions improving after winter storm in Atlanta blankets city in snow, causing icy condition",https://www.youtube.com/watch?v=LvAq-tMRnq8,16689,2025-01-12T14:02:06.088Z
abc15,8eA5XJUaiuY,Weekend freeway construction happening around the Valley,https://www.youtube.com/watch?v=8eA5XJUaiuY,263,2025-01-12T14:00:41.089Z
@ABC11WTVD,bwEU4byJKAM,"NCDOT crews hit roads with brine, HVAC workers busy keeping the heat on",https://www.youtube.com/watch?v=bwEU4byJKAM,3181,2025-01-12T05:03:47.640Z
11Alive,7pS07NzIa3w,Winter storm in Georgia | Live road conditions on I-85,https://www.youtube.com/watch?v=7pS07NzIa3w,1058,2025-01-12T04:00:27.428Z
11Alive,P70lzx4bBKk,Winter storm aftermath: Breezy conditions and icy roads persist Saturday; full details,https://www.youtube.com/watch?v=P70lzx4bBKk,2581,2025-01-11T23:00:38.978Z
11Alive,Bv7F0rmCczU,Winter storm in Atlanta | Black ice on the roads a risk into tomorrow,https://www.youtube.com/watch?v=Bv7F0rmCczU,1445,2025-01-11T23:00:38.978Z
@WPLGLocal10,Ci_1WrqPHh4,1 dies after car crashes into southwest Miami-Dade canal,https://www.youtube.com/watch?v=Ci_1WrqPHh4,760,2025-01-11T23:00:23.001Z
@WRAL5,JMkf0nePgXg,"Crews prepare for slick roads, power outages",https://www.youtube.com/watch?v=JMkf0nePgXg,88,2025-01-11T15:03:08.213Z
11Alive,Thu61xFgMug,Winter weather in Atlanta | Falling road temperatures could lead to slick conditions overnight and i,https://www.youtube.com/watch?v=Thu61xFgMug,3264,2025-01-11T14:04:51.654Z
11Alive,LMxtq_ZwOBk,Winter weather road conditions | Traveling I-85,https://www.youtube.com/watch?v=LMxtq_ZwOBk,2790,2025-01-11T13:03:43.911Z
11Alive,tAbYPvg1Krs,Winter weather in Atlanta | GDOT official gives update on road conditions,https://www.youtube.com/watch?v=tAbYPvg1Krs,1140,2025-01-11T04:02:31.240Z
@WRAL5,dP9rADJ6t_Y,City of Raleigh begins brining 840 miles of roadways,https://www.youtube.com/watch?v=dP9rADJ6t_Y,43,2025-01-11T03:03:17.730Z
11Alive,Ysdty0_Ndjo,Winter storm impact | Air traffic scheduled to resume this afternoon at the world's busiest airport,https://www.youtube.com/watch?v=Ysdty0_Ndjo,313,2025-01-11T00:03:18.072Z
11Alive,erWupE4zDlw,Winter weather road conditions | I-85 South,https://www.youtube.com/watch?v=erWupE4zDlw,346,2025-01-11T00:03:18.072Z
11Alive,fznn1v7MJQc,"Winter storm in Atlanta | Icy, slushy roads ahead as temperatures fall this evening",https://www.youtube.com/watch?v=fznn1v7MJQc,1099,2025-01-11T00:03:18.072Z
@13ONYOURSIDE,OYeDtgl2D74,Woman sentenced for fiery US 131 crash from last year,https://www.youtube.com/watch?v=OYeDtgl2D74,691,2025-01-10T23:01:20.200Z
@WFRVLocal5,a-fwoLXf6LU,Oconto County Sheriff's Office identifies victim from deadly USH 141 crash,https://www.youtube.com/watch?v=a-fwoLXf6LU,43,2025-01-10T23:01:06.313Z
@WFRVLocal5,104IdHAjA7U,Ribbon-cutting held for Green Bay Broadway District's two newest businesses,https://www.youtube.com/watch?v=104IdHAjA7U,24,2025-01-10T23:01:06.313Z
11Alive,uC7gVYRNqNA,Winter weather in Atlanta | A live look at the roads in Fulton County,https://www.youtube.com/watch?v=uC7gVYRNqNA,455,2025-01-10T23:00:22.935Z
11Alive,JwNqABZuQ7o,Tracking winter weather | Live road conditions on I-85 north,https://www.youtube.com/watch?v=JwNqABZuQ7o,144,2025-01-10T23:00:22.934Z
11Alive,DJIY9SqHJaw,Tracking winter weather | A live look at secondary road conditions,https://www.youtube.com/watch?v=DJIY9SqHJaw,185,2025-01-10T23:00:22.934Z
11Alive,q-m0cRmGx8A,Winter weather in Atlanta | A live look at Road conditions on I-85,https://www.youtube.com/watch?v=q-m0cRmGx8A,579,2025-01-10T22:05:13.775Z
@13ONYOURSIDE,_nUAP8SFVcE,Firefighter recounts crash on I-94,https://www.youtube.com/watch?v=_nUAP8SFVcE,325,2025-01-10T22:01:05.034Z
11Alive,g_kOIM6P-Z8,"Atlanta winter weather traffic | Hazardous conditions on I-75, 285, Stone Mountain Freeway",https://www.youtube.com/watch?v=g_kOIM6P-Z8,301,2025-01-10T20:03:49.276Z
11Alive,1PSotZFwU3c,Winter weather traffic conditions | I-75 at West Paces blocked for almost 3 hours,https://www.youtube.com/watch?v=1PSotZFwU3c,176,2025-01-10T20:03:49.276Z
11Alive,AOw0-OMumXw,Winter storm in Georgia | Live road conditions in Clayton County,https://www.youtube.com/watch?v=AOw0-OMumXw,3188,2025-01-10T20:03:49.275Z
11Alive,j8Kc4c4JB5o,Winter storm in Atlanta | I-75 Southbound stopped at Delk Road,https://www.youtube.com/watch?v=j8Kc4c4JB5o,334,2025-01-10T20:03:49.275Z
11Alive,s5_8p7SpL_Y,"Live look at traffic: ""It's bad everywhere""",https://www.youtube.com/watch?v=s5_8p7SpL_Y,90,2025-01-10T19:03:47.550Z
11Alive,MvLBR2Zqjy0,Live: Traffic conditions,https://www.youtube.com/watch?v=MvLBR2Zqjy0,207,2025-01-10T19:03:47.550Z
11Alive,F2Crw_TwDqI,Live: Road conditions around the metro,https://www.youtube.com/watch?v=F2Crw_TwDqI,66,2025-01-10T19:03:47.550Z
11Alive,PaB5V_6ut_k,Live road conditions,https://www.youtube.com/watch?v=PaB5V_6ut_k,271,2025-01-10T19:03:47.550Z
11Alive,z5CBuWCmdOo,People urged to stay off-roads as heavy snowfall comes down in Midtown Atlanta,https://www.youtube.com/watch?v=z5CBuWCmdOo,453,2025-01-10T17:04:41.270Z
11Alive,Eu3aUVSud5I,Weather Impact: Flight delays and cancellations at the world's busiest airport,https://www.youtube.com/watch?v=Eu3aUVSud5I,725,2025-01-10T17:04:41.270Z
11Alive,8Iw4695U8e8,Crashes in metro Atlanta as snow covers highways on Friday,https://www.youtube.com/watch?v=8Iw4695U8e8,2306,2025-01-10T17:04:41.270Z
11Alive,f0t_Vo034bU,Snowy conditions creating dangerous conditions on roadways,https://www.youtube.com/watch?v=f0t_Vo034bU,470,2025-01-10T17:04:41.270Z
@6abcActionNews,dgjC2t5kDjU,Philly construction workers get drawn as cartoons in children’s activity book,https://www.youtube.com/watch?v=dgjC2t5kDjU,110,2025-01-10T17:03:36.078Z
11Alive,0LGex2gzOnU,"Snow, sleet and freezing rain expected Friday in north Georgia; latest updates on forecast, roads an",https://www.youtube.com/watch?v=0LGex2gzOnU,9766,2025-01-10T16:02:55.250Z
11Alive,pKvcDY5eo-Q,Busy road in Buckhead flooded before winter storm hits,https://www.youtube.com/watch?v=pKvcDY5eo-Q,1312,2025-01-10T15:02:31.276Z
11Alive,9RSfodePORw,Flooding on busy Buckhead road causes concern ahead of winter weather,https://www.youtube.com/watch?v=9RSfodePORw,1259,2025-01-10T15:02:31.276Z
@WPLGLocal10,liHikfh6qBs,Pedestrian hurt in Davie crash,https://www.youtube.com/watch?v=liHikfh6qBs,521,2025-01-10T13:00:40.234Z
@13ONYOURSIDE,NmoljLInW7M,"DASH CAM | Troopers jump barrier before semi slides into crash scene, hits patrol vehicles",https://www.youtube.com/watch?v=NmoljLInW7M,6823,2025-01-10T12:03:23.443Z
@WPLGLocal10,yfFmniPKIMM,"1 killed, 1 injured in wrong-way crash on Florida’s Turnpike",https://www.youtube.com/watch?v=yfFmniPKIMM,5087,2025-01-10T12:01:25.057Z
11Alive,sxBHV0HDQ2Q,"Metro Atlanta crews prep roads ahead of snow, ice",https://www.youtube.com/watch?v=sxBHV0HDQ2Q,2446,2025-01-10T11:03:48.272Z
@13ONYOURSIDE,jTlbu8mOnJ4,A look at road conditions in Ottawa Co. as lake-effect snow begins,https://www.youtube.com/watch?v=jTlbu8mOnJ4,99,2025-01-10T11:02:40.418Z
@13ONYOURSIDE,tmW7SzWjonU,Troopers jump highway barrier as semi slides into crash site,https://www.youtube.com/watch?v=tmW7SzWjonU,4807,2025-01-10T04:03:21.330Z
@WRAL5,RRYT8ExfeyI,"NCDOT preparing roads ahead of snow, sleet expected on Friday",https://www.youtube.com/watch?v=RRYT8ExfeyI,3157,2025-01-10T04:02:24.102Z
@WPLGLocal10,kVF_vm_x-Pk,Video captures car crashing into tea shop in Houston,https://www.youtube.com/watch?v=kVF_vm_x-Pk,206,2025-01-10T04:01:40.736Z
@wxyztvdetroit,w4hC_x8eMP0,Fan pushing to rename road for Dan Campbell,https://www.youtube.com/watch?v=w4hC_x8eMP0,844,2025-01-10T02:02:52.522Z
@ABC11WTVD,sZwR9oXnLfM,Granville County Schools close due to icy road conditions: Raw Video,https://www.youtube.com/watch?v=sZwR9oXnLfM,148,2025-01-10T01:04:21.981Z
@6abcActionNews,2kHjm1Ygie8,Injuries reported after multi-vehicle crash in King of Prussia; 2 cars and SEPTA bus involved,https://www.youtube.com/watch?v=2kHjm1Ygie8,693,2025-01-09T23:01:53.919Z
@WPLGLocal10,os8M_V901UE,Miami-Dade Sheriff's Office motorman hospitalized after crash in southwest Miami-Dade,https://www.youtube.com/watch?v=os8M_V901UE,1442,2025-01-09T23:01:05.340Z
@WPLGLocal10,a5tBCW_20Qo,Family desperate for answers after death of road ranger on I-95,https://www.youtube.com/watch?v=a5tBCW_20Qo,955,2025-01-09T22:04:06.601Z
@WRAL5,4gW4AcFVR3w,NCDOT talks road prep for winter storm,https://www.youtube.com/watch?v=4gW4AcFVR3w,225,2025-01-09T22:02:37.653Z
@WPLGLocal10,cyRDNiLbB7I,Miami-Dade Sheriff's motorman injured in crash,https://www.youtube.com/watch?v=cyRDNiLbB7I,999,2025-01-09T21:04:39.438Z
@WPLGLocal10,ArWSEwBw8UY,Miami-Dade deputy hurt in motorcycle crash,https://www.youtube.com/watch?v=ArWSEwBw8UY,1199,2025-01-09T17:01:20.997Z
