comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day
UgzDoCDTVMAIbxvw9Cd4AaABAg,Road 'Ranger'?, ,1,@yellow45643r,11 minutes ago,0,UCHcT5z-rmoaLOXRtEpzwI5A,@yellow45643r,https://yt3.ggpht.com/ytc/AIdro_nwfQx8BZdRcvhnp0E4PgpB4QQB4EWsHCaY2nbA-eQ=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 21:55:43.753883-07:00,Thursday,21
UgyBy5Harbf919Oktwl4AaABAg,Well Well Well Surprise Surprise, ,,@Patrick-yh5yd,28 minutes ago,0,UCbB5k1mI5QtFLalsnRK-G9w,@Patrick-yh5yd,https://yt3.ggpht.com/ytc/AIdro_lXvTrAH8preRw0L--uPf-e_f2-VEfocLMf1Rrxpmg=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 21:38:43.753915-07:00,Thursday,21
UgzDoCDTVMAIbxvw9Cd4AaABAg.ADO-eQROwOOADO0MI6PXpe,The Road Ranger Service Patrol provides traffic incident management response services and limited no-cost highway assistance to motorists., ,,@JonArbuckle066,6 minutes ago,1,UCiBO8ePKkvJIj6oURcmeoPA,@JonArbuckle066,https://yt3.ggpht.com/ytc/AIdro_nbnIwyYsF5KGzS2pWd-Bbv2zgtWKXIXYtKtnh9Q669BzQAGM9gxLELfbqgp3aEheu7BQ=s88-c-k-c0x00ffffff-no-rj,False,1ibFXiuKReI,2025-01-16 22:00:43.753920-07:00,Thursday,22
