comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day
UgxIvC_aX6Re01v96cl4AaABAg,"they thought it was a drone, it was an airplane, people need to confirm instead of assume.", ,,@Dakota2221,4 minutes ago,0,UCifgN_KgfDZAba29x0XCDUg,@Dakota2221,https://yt3.ggpht.com/ytc/AIdro_ktbmlsDO_cJymG1C4OkWFXqqB1itb8H5OI97djXr2myg=s88-c-k-c0x00ffffff-no-rj,False,dzarc2QltGU,2024-12-26 18:00:48.997493-07:00,Thursday,18
UgzDZyj51MEB2iNUt_l4AaABAg,"Seems propaganda , more lies",2,,@LCculater,37 minutes ago (edited),0,UCkz12_YORcgbgB6eSDSxkHw,@LCculater,https://yt3.ggpht.com/t5p81QTb-iYYu8ZRgF4fwqnG_qR8MIGXJv5rEtMaIqGWyVpNPCv80ldFi7LhNuOcC-eaADcj=s88-c-k-c0x00ffffff-no-rj,False,dzarc2QltGU,2024-12-26 17:27:48.997510-07:00,Thursday,17
UgyOpQlrKYjrnu8-ZeV4AaABAg,Um. those holes look like they came from the inside out not outside in like this propaganda piece tries to force you to believe.,2,,@sebastianslowik-d3c,2 minutes ago,0,UCACQmUyv5eCRcM1BUYyywKA,@sebastianslowik-d3c,https://yt3.ggpht.com/ytc/AIdro_m_zuyAyYghacaiK55qyKkOVSVFPnMXQUessQ7iyHvTxPqXjMxGn56YMng_-CKY3TTLLw=s88-c-k-c0x00ffffff-no-rj,False,dzarc2QltGU,2024-12-26 18:02:48.997514-07:00,Thursday,18
