comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day
UgwDiglGGx7OTaDzMaZ4AaABAg,one job: drive straight pay attention,3,,@jctorres6112,37 minutes ago,0,UCdId7w5EezcuqFPXzbgn2Vw,@jctorres6112,https://yt3.ggpht.com/ytc/AIdro_mvnwYq0u99R-wk3xf1BblCNLDg-ykKP3YSoLrgZIKOEbc=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:25:05.242702-07:00,Monday,13
UgzuRo7yVAfdxE8zt4d4AaABAg,So seatbelt does not always protect you from being ejected ?,1,1,@alexabadi7458,24 minutes ago,0,UC4TR__m_rOYsCxs703_nYDA,@alexabadi7458,https://yt3.ggpht.com/VvRtz33zMJcnbjk_xMApwOQLkui9wCj_JQKBZxiTmPJYw7eM2eswiNsU72fqt2cpZKTszbk-wNY=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:38:05.242722-07:00,Monday,13
Ugx2Qfh-03geffLS4EF4AaABAg,We all know who drives those tractor trailers recklessly on our roads, ,,@juanalmos1959,12 minutes ago,0,UClH5NrVKUqVAOd5S24EZazw,@juanalmos1959,https://yt3.ggpht.com/ytc/AIdro_nTFDByrEiswisfySyHvhsD4-Gmk4x-ZNI9bEQnsvcaJA=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:50:05.242725-07:00,Monday,13
UgzQdO3lS7ctx1iJbgB4AaABAg,Driver citizen ship?,1,1,@bobcaygeon975,17 minutes ago,0,UC_97lhDbhuYAOc7ipDt9Zxw,@bobcaygeon975,https://yt3.ggpht.com/ytc/AIdro_kVUexkn6vHQq-AlSmP2C-L6-P4i80miwupEMKBKB4=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:45:05.242727-07:00,Monday,13
UgxYLmEa_fa4yGLMBhx4AaABAg,Usual suspects, ,,@ChristopherPuff,6 minutes ago,0,UCjdSRr9G8ldpAGnT1za5nsw,@ChristopherPuff,https://yt3.ggpht.com/_aPQSSdHAFne6T2NFH0uQiTYj6VDg8KgfT2OdAG9ZMPPlMUBNugEp7FDReBWuQIzycKjTiwg=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:56:05.242729-07:00,Monday,13
UgzzURekomMNMp3P_gl4AaABAg,",😮😮", ,,@R20GāMé.R,37 minutes ago,0,UCtPUJ28_lUtE1lZcvi-FCQA,@R20GāMé.R,https://yt3.ggpht.com/09D6bI0BFVgt2LhdSJNJ2bJ_uy-yDIRDI8sb0ivkMDCwhTsbB1jS_m9-RATBjlOkX4XNelQ0Hw=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:25:05.242731-07:00,Monday,13
UgzuRo7yVAfdxE8zt4d4AaABAg.ADFOO097GdAADFPDV6wU-J,Doubt she had her seat belt on,1,,@FallingStar1080,17 minutes ago,1,UCXT9Lb8Bm3kat2I3junS6Xg,@FallingStar1080,https://yt3.ggpht.com/ytc/AIdro_lac02eF-XRLZsmZTJApCHNtNWH2VpOI_UqNbDQrdg=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:45:05.242733-07:00,Monday,13
UgzQdO3lS7ctx1iJbgB4AaABAg.ADFPB0iVsNTADFP_ekmbeI,Cuban he gets a free pass they vote republican,1,,@juanalmos1959,14 minutes ago,1,UClH5NrVKUqVAOd5S24EZazw,@juanalmos1959,https://yt3.ggpht.com/ytc/AIdro_nTFDByrEiswisfySyHvhsD4-Gmk4x-ZNI9bEQnsvcaJA=s88-c-k-c0x00ffffff-no-rj,False,8c38-liU_P8,2025-01-13 13:48:05.242735-07:00,Monday,13
